107209,21
107769,280
108156,779
108188,2051
108190,7554
108243,84
108715,201.5
108932,14404
108945,3251
109072,391.5
109189,289.5
109191,496.5
109372,143
109376,234.5
109483,1109.5
109569,793
109578,3183.5
109673,2609
109740,682
109850,1107.5
109864,1084
109897,71.5
110102,18074.5
110127,2464.5
110297,635
110322,305
110453,711.5
110553,4815
110586,1601.5
110603,227
110611,330.5
110655,705.5
110678,103
110730,4019.5
110809,491
110826,220.5
110968,531
111113,3427.5
111259,90
111320,139.5
111360,8087.5
111362,21884
111617,1268
111659,6023
111743,2021
111759,28401
111781,8258
111795,424.5
111856,52.5
111921,6333.5
112070,420.5
112138,6633.5
112175,10474
112290,10829.5
112303,148.5
112316,411.5
112370,2284
112450,434
112460,223.5
112497,404
112552,26339
112556,32521.5
112582,689.5
112623,10291
112667,13.5
112727,348.5
112749,86.5
112788,980.5
112804,2101
112852,35253
112897,1886
112911,1164.5
112940,1401.5
112946,488
113062,45.5
113071,227
113159,351
113207,306.5
113225,1219.5
113275,1592
113345,2909
113348,1634
113416,20.5
113453,1270.5
113604,1122.5
113696,139
113771,55.5
113868,111
114007,561.5
114033,376
114060,1833
114074,936
114182,100
114184,315.5
114265,652
114396,36.5
114459,290.5
114601,881
114662,8462.5
114667,22
114670,503
114678,645.5
114704,125.5
114707,911.5
114713,665
114758,128.5
114760,147
114762,1033
114849,96.5
114935,7654.5
115122,3252.5
115147,426.5
115149,8069.5
115151,35
115220,79
115231,2118
115235,104
115414,152
115437,114.5
115471,121
115534,301.5
115569,15172.5
115617,26215
115664,1489.5
115824,462
116138,1420
116161,2195.5
116413,171.5
116781,123.5
116797,39083.5
116799,1842.5
116817,224
116823,12018.5
116841,243.5
116887,1350
116893,152
116897,4786.5
116907,217.5
116977,1719
116985,97.5
117123,406
117176,11043.5
117178,28.5
117194,64.5
117308,114
117312,105.5
117372,102
117438,495.5
117456,208
117466,1065
117474,22.5
117517,144
117533,5328
117590,2296
117851,1799.5
117861,154.5
117867,713.5
117881,2635.5
117887,1317.5
117895,3402
118082,724.5
118117,45.5
118206,48
118354,381.5
118696,9961
118700,1979.5
118702,1773
118706,369
118760,359
118896,781
118898,1297.5
118924,417.5
118985,1229
118997,2200.5
119141,5012.5
119145,16935
119155,1994
119222,41.5
119655,675.5
119966,90.5
120110,79.5
120132,267.5
120392,316
120466,4945
120635,2249
120637,598.5
120799,3990
120825,264
121171,264.5
121194,32.5
121231,3081
121370,43.5
122882,30027
122884,717
122886,28711.5
122892,15654
122902,1580.5
122904,21259
122920,6385.5
122924,2820.5
122942,12
124859,533
125654,13.5
125914,661.5
125916,1790.5
126393,46
126482,80.5
126548,1377.5
126575,92
127066,63
127096,1050
127108,2381.5
127110,83.5
127112,40
127114,659.5
127118,2
127122,25
127124,149
127128,203
127130,399
127134,268
127136,445.5
127138,44
127140,359.5
127146,608.5
127148,98
127178,248.5
127182,75
127192,71
127194,70
127196,376
127200,97.5
127202,3550.5
127204,217
127206,240.5
127208,162.5
127216,59.5
127218,255
127250,2
127311,58
127319,304.5
127565,162.5
127585,26
128360,9162.5
128425,27.5
128488,413
128512,1483.5
128592,145
128604,174
128620,743.5
128832,172.5
128838,1671
128975,610.5
129313,113.5
129333,13
129372,78
129428,582.5
129659,497
129707,286
129737,225.5
129749,101
129853,33
129937,1343
130044,101.5
130052,140.5
130071,6
130073,2221
130075,372
130233,37.5
130259,9
130448,460
130452,751.5
130462,66.5
130468,20.5
130490,4019
130496,263
130576,716.5
130634,4765.5
130636,707.5
130642,138.5
130684,206
130686,331
130840,458
130862,14.5
130956,382.5
130988,178.5
131013,1643.5
131168,246.5
131258,43.5
131448,38.5
131464,78.5
131474,58
131714,392
131796,812
131830,159.5
131842,91
132046,3498.5
132112,218
132122,32.5
132157,489.5
132173,101.5
132333,9
132335,61.5
132356,24
132377,45
132424,1022.5
132480,1896
132496,320.5
132549,226.5
132569,129
132590,51
132660,710.5
132792,17.5
132796,2137
132798,197.5
132883,214.5
132961,701.5
132989,44.5
133195,1193
133225,30
133281,233.5
133291,19
133365,31
133377,242.5
133419,2448.5
133645,1614.5
133710,59.5
133771,2777
133782,242
133798,359.5
133802,618.5
133832,190.5
133869,102.5
133945,140
134021,154.5
134130,37770.5
134158,66
134214,1012
134246,279
134393,3059.5
134528,615.5
134569,231.5
134583,42
134597,2
134775,92
134783,674.5
134785,26.5
134802,13.5
134815,8
134823,16
134853,33099.5
134859,219
135133,6225.5
135137,1663
135288,1305
135436,824
135462,40.5
135504,244.5
135518,1208.5
135530,192.5
135532,880.5
135534,458
135536,1372.5
135567,1524.5
135569,1356.5
135625,91.5
135643,29
135852,39
135861,2524
135875,189.5
135885,287
135887,3992.5
136016,1617
136018,1887
136020,6343
136562,2282.5
136564,484
136598,1097
136602,379.5
136654,22
136666,37
136672,8.5
136696,14
136698,39.5
136778,7.5
136814,5.5
136864,3193.5
136916,11
137337,1552
137367,5
137595,434
137857,2337.5
137900,20.5
138036,5937.5
138184,8.5
138208,1575.5
138210,693
138258,37.5
138610,98
138702,1440.5
139084,54.5
139313,5
139385,12152
139415,758.5
139642,1876.5
139644,6432
139779,13
139831,13.5
139855,1139.5
140110,4775
140131,157
140152,24
140245,26
140247,1790.5
140267,1367.5
140289,92.5
140341,202.5
140523,1059.5
140525,249.5
140529,271
140537,18
140581,103.5
140711,1317.5
140713,463
140715,2906.5
140725,311.5
140805,114
140816,434.5
140856,23.5
140868,32.5
140928,1490.5
141004,387.5
141036,13.5
141120,16.5
141131,1
141393,42
141397,102.5
141408,426
141422,506
141513,9
141536,30
141544,374.5
141648,232.5
141668,174
141674,20
141688,1097.5
141704,21.5
141714,75
141761,87.5
141799,199
141846,274.5
141864,3
141866,582
141890,1691.5
141902,15.5
141912,51
141924,220
141926,86
141950,85.5
141994,12
142074,296.5
142082,93
142110,31
142222,458.5
142226,30.5
142372,202
142386,182.5
142422,437.5
142448,2488
142488,11330
142492,329
142503,101.5
142507,606.5
142509,621.5
142536,958
142538,40.5
142765,132.5
142963,21.5
142975,32
142997,1645
142999,192
143168,5
143237,62.5
143239,63
143245,757.5
143317,19.5
143385,6810
143462,77
143657,473.5
143713,47
143884,14.5
143886,35
144072,10.5
144172,30
144268,20
144614,29.5
144618,57.5
144620,721
144660,8
144698,94.5
144714,41
144716,124
144734,125.5
144782,20.5
144910,35
144976,843.5
144982,189
145028,42
145030,184
145142,54.5
145150,271
145418,1118.5
145504,7
145839,863.5
145978,21
146350,29
146423,46
146604,82.5
146656,3239
146688,202.5
146730,27
146866,62.5
146900,206.5
146904,53.5
146922,26.5
147022,74.5
147404,7.5
147471,20
147621,10.5
147750,142
147827,5
147847,229
147913,21.5
148172,661
148238,552
148280,70
148424,140
148482,154.5
148484,13
148709,12
148867,60.5
148888,462.5
148968,18.5
149011,206
149186,43.5
149352,704
149354,892.5
149406,1753.5
149534,13.5
149552,28
149830,348.5
150258,101
150270,54.5
150272,37
150280,2
150294,163.5
150344,12
150538,33.5
150540,3.5
150608,10
150696,22
150995,13
151311,66.5
151313,19.5
151315,227
151317,88.5
151455,551.5
151501,81
151507,62.5
151557,25.5
151559,13
151563,11.5
151595,9
151639,333.5
151641,5
151675,118.5
151687,148
151707,17.5
151735,55.5
151739,423
151755,4.5
151777,257.5
151927,49.5
151933,31.5
152017,853.5
152055,57.5
152061,299.5
152063,529
152071,143
152077,3105.5
152079,727
152081,11008.5
152083,461
152091,402.5
152123,48
152228,33
152270,7
152374,12
152515,68.5
152970,367
152974,11.5
152976,87
153672,11.5
154051,75.5
154480,2.5
154915,113
154945,1.5
155064,292
155181,92
155288,831
155509,403.5
155583,61
155659,137.5
155715,24.5
155743,257.5
155748,44
155810,18
155812,151
155820,395
155830,5
155832,14.5
155874,214
156371,475
156387,403.5
156609,445.5
156722,38
156898,32.5
156903,60.5
157142,14.5
157200,589.5
157224,38.5
157268,59.5
157274,71
157276,107
157296,1571.5
157304,6
157312,167
157338,98
157340,458.5
157432,55.5
157667,72.5
157699,142.5
157835,28
157849,25.5
157859,2.5
157865,56.5
157959,53
158238,2143.5
158254,58.5
158260,186.5
158382,48
158428,31
158528,267.5
158540,5
158579,12.5
158783,74
158813,486
158830,218
158872,346.5
158966,243.5
158972,30
159077,80
159093,1317.5
159111,8
159177,37.5
159191,123
159347,3
159415,404.5
159443,4
159484,2
159690,271
159696,35
159741,6.5
159755,303
159858,804.5
159917,143.5
160012,10.5
160020,24.5
160080,816
160187,21
160271,616
160400,63.5
160438,971.5
160515,0.5
160553,27
160565,250
160567,231.5
160569,200.5
160571,204.5
160573,114
160581,38
160644,35.5
160646,14
160656,145.5
160688,4
160710,47.5
160718,372.5
160848,21
160954,254.5
160980,261
161046,8
161068,2.5
161070,1
161078,8.5
161127,175
161131,211.5
161290,4.5
161302,7
161326,9.5
161336,0.5
161354,221
161580,150
161582,263
161584,29
161586,29
161620,18
161634,294.5
161738,3
161830,8
161922,4.5
161936,7
161954,32
161956,130.5
161958,28.5
161966,22.5
161968,9
162160,15.5
162316,12
162322,107
162348,7
162350,242.5
162478,29.5
162572,7.5
162578,372.5
162580,0.5
162590,131
162592,60.5
162594,17.5
162596,34.5
162598,105.5
162600,198
162602,53
162606,39.5
162652,3.5
162660,9.5
162730,9.5
162736,9
162738,15
162828,158
162842,13.5
163006,10
163022,15.5
163048,2.5
163092,17
163118,28.5
163134,28.5
163464,18
163512,44
163547,14
163663,24.5
163775,3.5
163937,99
164115,9
164175,21.5
164200,35
164367,22
164622,3.5
164635,2.5
164655,4
164899,9.5
164917,54.5
164933,3.5
165085,7
165101,33.5
165105,4
165119,37.5
165141,5
