107769,349
108188,2233
108190,10119
108243,1900
108932,6506
108945,12186
109072,2883
109191,620
109483,3436
109578,285
109673,16361
109850,1022
109864,1153
110102,12533
110127,21342
110297,951
110453,117
110553,21183
110655,1927
110730,15040
110826,2673
110968,1967
111113,60023
111360,10108
111362,14566
111617,1409
111659,17560
111743,1744
111759,13158
111781,8902
111795,499
111921,4185
112070,225
112138,7519
112175,4165
112316,1306
112370,9003
112450,322
112497,677
112552,678
112556,5159
112623,16742
112667,1567
112727,165
112788,1629
112804,2636
112852,376356
112897,53095
112911,13529
112940,652
112946,1074
113071,349
113159,325
113207,483
113275,60
113345,3962
113348,43862
113604,986
113696,5
114007,405
114033,483
114060,5565
114074,566
114184,8488
114265,1538
114396,153
114601,180
114662,7388
114670,4299
114704,454
114707,5187
114713,116509
114760,3962
114849,76400
114935,1554
115147,2568
115149,229571
115151,1238
115220,265
115231,989
115414,676
115534,4483
115569,6108
115617,10830
115664,3306
116161,3038
116413,316
116781,2261
116797,3088
116799,5215
116817,243
116823,8046
116841,323
116887,6783
116893,678
116977,23944
116985,280
117176,1120
117194,125
117474,252
117590,7885
117851,1242
117861,8238
117887,2733
117895,2262
118082,930
118117,61226
118354,486
118696,10641
118700,340
118702,2819
118706,438
118896,10
118898,975
118924,8514
118985,5754
118997,4085
119141,1907
119145,1502
119655,2030
120132,1410
120392,500
120466,10729
120635,5740
120637,1649
120799,20540
121370,2448
122882,27118
122884,1258
122886,6964
122892,30807
122902,10804
122904,691051
122920,61315
122924,19945
124859,1407
125654,320
125914,1375
125916,2041
126393,9934
127096,285
127108,1284
127112,925
127118,105177
127122,3843
127128,1155
127136,1179
127178,1851
127192,133
127194,9847
127216,4659
127319,870
127565,690
128360,17866
128512,1244
128592,618
128620,3729
128838,7636
128975,1818
129313,5037
129333,28831
129372,1596
129707,868
129737,5
129749,1366
129853,491
129937,2730
130052,4716
130073,5796
130075,935
130448,3864
130462,9203
130468,170158
130490,1989
130496,17555
130576,284
130634,231663
130636,698
130686,250
130862,843
130956,8276
130988,1038
131013,1024753
131168,10408
131258,7398
131448,4255
132046,3058
132112,1013
132157,694
132335,18864
132356,1084
132377,920
132480,1241
132549,4961
132660,2488
132796,4901
132961,467
133195,2900
133291,5825
133377,139877
133419,116434
133645,7710
133782,2303
133798,705
133832,11471
134130,5109
134214,45
134246,1084
134393,394
134528,385
134569,380
134783,2001
134823,7759
134853,10863
134859,4823
135133,8046
135137,18426
135436,610
135504,592
135518,998
135532,7317
135534,13201
135536,252801
135567,37704
135569,29188
135625,385
135643,5444
135861,9500
135887,133830
136016,15895
136018,5448
136020,15362
136562,4361
136598,167103
136602,7402
136654,10
136666,182
136672,30
136864,78779
136916,17411
137595,2135
137857,19790
137900,762
138036,939
138208,16583
138210,17296
138702,2821
139084,37
139385,25788
139642,3321
139644,4199
140110,10446
140131,16063
140245,12690
140267,8092
140341,4608
140529,3515
140711,13988
140715,43787
141004,2902
141120,21886
141131,395753
141393,1180
141422,736
141536,12425
141704,3341
141864,5
141902,38892
142074,2833
142082,11254
142110,378371
142372,719
142386,105783
142422,5129
142448,4660
142488,3266
142503,9439
142509,358
142538,3371
142997,3958
143239,409
143245,519
143317,1873
143884,705
143886,8089
144072,13924
144268,25
144620,1103
144716,961
144734,240
145028,1004
145418,1639
145978,1097
146656,693504
146900,993
146904,22322
146922,65
147404,4817
147827,5
147847,8089
148280,7422
148709,1009
148888,23890
148968,25
149352,713225
149354,1003
149406,4179
149830,2116
150258,1690
150272,1553
150280,15
150344,5765
150538,22
150608,1756
151455,2695
151559,9871
151639,9203
151755,225
151777,567
151933,2064
152017,37079
152061,25284
152063,61205
152077,3980
152079,62084
152081,24995
152091,3757
152123,3436
152270,190
152974,7218
153672,2319
154915,16325
155064,3840
155659,567
155820,200063
155832,1297
156371,115
156609,58588
156898,5706
157142,138957
157200,3602
157224,698
157274,3229
157296,36954
157304,40
157312,260047
157340,2788
157667,1942
157699,17114
157859,689
157865,1676
158238,1953
158254,1448
158260,3070
158528,7799
158813,12590
158830,6245
158872,250
159093,184195
159177,48260
159347,20
159415,27432
159484,11089
159690,5093
159696,12152
159858,49194
160020,91158
160080,33275
160271,270
160400,12088
160438,23968
160515,794919
160565,3669
160567,170
160573,16808
160581,1427
160688,77895
160710,454
160954,1337
160980,6470
161046,54734
161127,1366
161131,4268
161580,213843
161582,2649
161620,583
161954,3959
161956,164697
161958,155
161968,65
162322,44860
162350,28222
162478,833
162578,7003
162580,3643
162590,2876
162592,1376
162594,75693
162596,1117
162600,128791
162602,4189
162606,17194
162828,676147
163464,7498
163937,6388
164175,8575
164200,5487
164622,10237
164635,25707
164933,5865
165101,14914
165105,4348
165141,3017
