107769,12063
108156,13322
108188,10104
108190,36130
108243,2647
108715,5088
108932,31326
108945,50622
109072,28458
109372,2207
109376,839
109483,4041
109569,11655
109578,13657
109673,55025
109850,37948
109897,9848
110102,131716
110127,232224
110297,7271
110322,1669
110453,2874
110553,138114
110603,3693
110655,19230
110730,42648
110809,1282
110968,15850
111113,9933
111360,53309
111362,185408
111659,31145
111743,126103
111759,15448
111781,145286
111795,5620
111921,28953
112138,27774
112175,58797
112290,103270
112303,3277
112316,3620
112370,74793
112497,11481
112552,133193
112556,57909
112582,10663
112623,255436
112804,2771
112852,268219
112897,293726
112911,26670
112946,16763
113062,19202
113071,3603
113207,2138
113225,17473
113345,33711
113348,135038
113604,4606
114007,146730
114033,8545
114060,26862
114182,4571
114184,12084
114265,10267
114601,7273
114662,74273
114707,2056
114713,17604
114760,4670
114935,5762
115147,1970
115149,3945
115220,5378
115414,18652
115534,12455
115569,22887
115617,79738
115664,18532
116138,4864
116161,695384
116781,16261
116797,30449
116799,12053
116817,6890
116823,134797
116841,1253
116887,77232
116897,5304
116977,164103
116985,3055
117176,50917
117178,1029
117194,1468
117590,87962
117851,30206
117861,5865
117881,21488
117887,4081
117895,36023
118082,2085
118354,6459
118696,136326
118700,10132
118702,46833
118898,16490
118924,1010
118985,12270
118997,106894
119141,9173
119145,55933
119155,7137
119655,10372
120110,11710
120132,4467
120466,54270
120635,8875
120637,11519
120799,114215
121194,4788
121231,14253
122882,298898
122886,65305
122892,424923
122902,66338
122904,166795
122920,172934
122924,190706
122942,6728
124859,16004
125914,14637
125916,105505
126548,6609
126575,3402
127108,4076
127114,4560
127118,1264
127122,3528
127124,2356
127128,17597
127134,5041
127136,22265
127138,1294
127140,5458
127182,4071
127196,2580
127208,3990
127565,6383
128360,21706
128488,7629
128512,985
128604,25623
128832,12148
128838,58475
128975,10397
129313,3578
129428,4500
129659,1554
129707,24965
129737,14045
129749,4376
129853,4631
129937,10288
130073,22363
130075,12053
130448,16261
130452,6832
130462,11119
130490,40027
130496,8183
130576,726
130634,121414
130636,11438
130642,2369
130956,58200
130988,9123
131013,10424
131796,23125
131842,1780
132046,3308
132112,8404
132122,2570
132157,3868
132424,2503
132496,14567
132549,4535
132590,3149
132660,4835
132796,13517
132798,6042
132961,10454
133195,47498
133365,2445
133419,34405
133710,1515
133798,13067
133802,4438
133869,2383
133945,2375
134021,3853
134130,38220
134158,3681
134393,16809
134528,9619
134783,26637
134785,886
134859,2032
135133,27035
135288,83613
135462,2024
135530,3093
135534,6496
135536,45234
135567,19984
135569,24069
135852,4036
135861,79318
135887,47031
136016,10497
136018,27651
136020,145556
136562,36757
136666,616
136696,2939
136814,1264
136864,220567
137337,23214
137595,15587
137857,33725
137900,7051
138036,4002
138208,34383
138702,19852
139385,79642
139415,2597
139642,45331
139644,6929
139779,4603
140110,4989
140267,2920
140529,11161
140711,2418
140715,26542
140725,41105
140856,3889
140928,18217
141131,25059
141688,10941
141704,1627
141761,5640
141912,1116
141950,1909
142074,21528
142222,2141
142492,2788
142963,911
142975,6567
142997,99327
143239,882
143657,1468
144716,4851
145030,3155
145839,11145
145978,14049
146423,16261
146604,1022
146656,12056
146688,2328
146904,572
147913,818
148238,10891
148888,41327
149406,10707
149552,887
149830,40944
150258,7099
150538,16136
151313,625
151315,916
151501,1725
151559,4007
151639,11119
151675,2185
151735,2570
151777,1440
152017,42896
152063,8021
152071,999
152077,2304
152081,2383
152083,624
152228,42605
154051,4800
155064,522
155181,195204
155810,2338
155812,6232
156371,1478
156609,337
157276,693
157296,11425
157432,1347
158254,1804
158528,660
158540,2040
158813,4162
158830,2569
158966,5165
159093,12392
159177,1213
159484,572
159690,3225
159858,13225
160012,826
160080,4471
160438,16060
160565,2926
160573,9230
160581,1823
160646,1389
160848,10477
160980,20997
161354,10509
161586,1783
161634,7172
161954,22054
162478,6085
162578,1874
162592,3806
162594,3806
162596,1208
162730,6645
163048,3967
164367,2101
164655,3327
165101,18628
165141,744
